Price,Make,Model,Year,Variant,BodyType,EngineSize,Transmission,FuelType,Mileage,Number of Doors,Location,DatePosted,DateNow,CruiseControl,LeatherUpholstery,PushStart,AirConditioning,EntertainmentSystem,Airbag:Driver,Airbag:FrontPassenger,Airbag:Side,Airbag:Curtain,Airbag:Knee,ABS,Immobilizer,SecurityAlarm
"P458,000",MG,ZS,2020,1.5 Style A/T,Crossover,1.5,Automatic,Gasoline,"28,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/24/2024,2024-09-19 20:00:58.931124,Yes,Yes,Yes,Manual Temperature Control,10-inch touchscreen with Multi-media player,Yes,Yes,No,No,No,,Yes,Yes
"P788,000",Honda,City,2024,1.5L AT Gasoline,Sedan,1.5,Automatic,Gasoline,"9,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/22/2024,2024-09-19 20:00:59.211787,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P528,000",MG,ZS,2022,1.5 Alpha A/T,Crossover,1.5,Automatic,Gasoline,"14,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/21/2024,2024-09-19 20:00:59.526889,Yes,Yes,Yes,Electronic Climate Control,8-inch touchscreen with multi-media player via 6 speakers,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P488,000",Ford,EcoSport,2019,Trend 1.5L AT Gasoline,Crossover,1.5,Automatic,Gasoline,"36,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/19/2024,2024-09-19 20:00:59.782887,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P788,000",Hyundai,Grand Starex,2016,VGT A/T,SUV,2.5,Automatic,Diesel,"36,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/18/2024,2024-09-19 20:01:00.054076,No,No,No,Manual Air Conditioning,1-DIN AM / FM / CD / WMA With AUX & USB,Yes,Yes,No,No,No,No,No,Yes
"P758,000",Geely,Coolray,2023,Sport SE 1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,"22,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:00.387517,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P758,000",Geely,Coolray,2023,Sport SE 1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,"22,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:00.794189,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P848,000",Toyota,Rush,2022,1.5 G AT,MPV,1.5,Automatic,Gasoline,"20,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:01.164361,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P518,000",Toyota,Wigo,2023,1.0 G CVT,Hatchback,1,CVT,Gasoline,"18,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:02.730105,No,No,Yes,Automatic Climate Control,8-inch Display Audio,Yes,Yes,No,No,No,,Yes,Yes
"P518,000",Toyota,Wigo,2023,1.0 G CVT,Hatchback,1,CVT,Gasoline,"8,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:04.968250,No,No,Yes,Automatic Climate Control,8-inch Display Audio,Yes,Yes,No,No,No,,Yes,Yes
"P530,000",Toyota,Wigo,2023,1.0L TRD AT Gasoline,Hatchback,1,Automatic,Gasoline,"8,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:05.364532,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,135,000",Mitsubishi,Strada,2023,Athlete 2.4L AT Diesel,Pickup Truck,2.4,Automatic,Diesel,"15,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:08.164735,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P930,000",Nissan,NV350 Urvan,2021,2.5L MT Diesel,Van,2.5,Manual,Diesel,"33,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/16/2024,2024-09-19 20:01:10.026641,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P488,000",Toyota,Vios,2022,XLE 1.3L MT Gasoline,Sedan,1.3,Manual,Gasoline,"28,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/13/2024,2024-09-19 20:01:10.327904,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P758,000",Geely,Coolray,2023,Sport SE 1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,"22,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/13/2024,2024-09-19 20:01:10.627327,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P815,000",Toyota,Avanza,2023,1.3 E A/T,MPV,1.3,Automatic,Gasoline,"20,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/12/2024,2024-09-19 20:01:11.176911,No,No,No,Digital Control Air Conditioning w/ Rear control and vents,8-inch Audio Display,Yes,Yes,Yes,No,No,,Yes,Yes
"P1,038,000",Toyota,Hiace Commuter,2021,3.0 MT,Van,,Manual,Diesel,"30,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/12/2024,2024-09-19 20:01:13.382629,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P750,000",Mazda,CX-3,2018,2.0 Skyactiv-G Pro AT,SUV,2,Automatic,Gasoline,"23,508 km",5,"Angeles City, Pampanga, Central Luzon",08/09/2024,2024-09-19 20:01:13.674835,Yes,Yes,Yes,Electronic Automatic Single-Zone Temperature Control,"7-inch Touchscreen LCD, Single-DVD Player, MP3, Aux-in 2-USB ,12V Power Supply Bluetooth BOSE 6-Speakers and Amplifier",Yes,Yes,Yes,No,No,Yes,Yes,No
"P598,000",Toyota,Vios,2023,XLE 1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"6,800 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:14.028784,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P598,000",Toyota,Vios,2023,XLE 1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"12,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:15.155407,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,198,000",Toyota,Hilux,2020,G 3.0L 4X4 AT Diesel,Pickup Truck,3,Automatic,Diesel,"60,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:16.349810,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,248,000",Toyota,Fortuner,2018,V 2.4L AT Diesel,SUV,2.4,Automatic,Diesel,"40,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:16.704974,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,598,000",Toyota,Fortuner,2024,G 2.4L AT Diesel,SUV,2.4,Automatic,Diesel,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:17.051184,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P648,000",Toyota,Vios,2024,XLE 1.3L CVT Gasoline,Sedan,1.3,CVT,Gasoline,"9,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:18.070617,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P688,000",Geely,Coolray,2022,SE 1.5 Sport AT,Crossover,1.5,Automatic,Gasoline,"30,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:18.369510,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P548,000",Toyota,Yaris,2018,1.3 E CVT,Hatchback,1.3,CVT,Gasoline,"36,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/04/2024,2024-09-19 20:01:18.668539,No,No,No,"Manual Cooler, Dial Type Control with Chrome Accent",6.75-inch Display Audio with Apple CarPlay + Android Auto + Smart Device Link,Yes,Yes,Yes,Yes,Yes,,No,Yes
"P520,000",Mitsubishi,Montero Sport GLS-V,2012,2.5L AT Diesel,SUV,2.5,Automatic,Diesel,"72,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",08/01/2024,2024-09-19 20:01:19.653795,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P865,000",Toyota,Avanza,2024,1.3L E CVT Gasoline,MPV,1.3,CVT,Gasoline,"8,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/31/2024,2024-09-19 20:01:20.688601,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P448,000",Hyundai,Accent,2020,1.4 GL AT,Sedan,1.4,Automatic,Gasoline,"25,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/30/2024,2024-09-19 20:01:21.636105,No,No,No,Manual Air Conditioning,"USB Connection, CD, AUX And 4 Speakers.",No,No,No,No,No,No,No,No
"P1,358,000",Toyota,Hilux,2022,Conquest V 2.8L AT Diesel,Pickup Truck,2.8,Automatic,Diesel,"15,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:22.006465,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,518,000",Toyota,Hilux,2024,Conquest V 2.8L AT Diesel,Pickup Truck,2.8,Automatic,Diesel,"1,800 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:22.944543,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,458,000",Toyota,Hilux,2021,Conquest V 2.8L 4X4 AT Diesel,Pickup Truck,2.8,Automatic,Diesel,"27,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:23.260923,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,728,000",Toyota,Hilux,2023,Conquest V 2.8L 4X4 AT Diesel,Pickup Truck,2.8,Automatic,Diesel,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:24.666065,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P838,000",Geely,Okavango,2022,Urban Plus 1.5L CVT Gasoline,SUV,1.5,CVT,Gasoline,"22,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:25.649749,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,428,000",Toyota,Hilux,2022,Conquest V 2.8L 4X4 MT Diesel,Pickup Truck,2.8,Manual,Diesel,"25,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:26.850203,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,885,000",Toyota,Hilux,2023,GRS 2.8L 4X4 AT Diesel,Pickup Truck,2.8,Automatic,Diesel,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:27.150141,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,298,000",Toyota,Hilux,2023,2.4L G AT Diesel,Pickup Truck,2.4,Automatic,Diesel,"9,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:27.546324,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,698,000",Toyota,Fortuner,2022,2.8L Q AT Diesel,SUV,2.8,Automatic,Diesel,"30,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:27.850784,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,838,000",Toyota,Fortuner,2022,2.8 LTD AT Diesel,SUV,2.8,Automatic,Diesel,"30,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:28.139412,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,868,000",Toyota,Fortuner,2022,2.8 LTD AT Diesel,SUV,2.8,Automatic,Diesel,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:29.189840,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,598,000",Toyota,Fortuner,2024,G 2.4L AT Diesel,SUV,2.4,Automatic,Diesel,"20,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:29.444220,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,268,000",Toyota,Fortuner,2020,G 2.4L AT Diesel,SUV,2.4,Automatic,Diesel,"28,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:29.701249,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,315,000",Toyota,Fortuner,2019,V 2.4L AT Diesel,SUV,2.4,Automatic,Diesel,"30,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:29.949759,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P680,000",Toyota,Fortuner,2013,G 2.5L AT Diesel,SUV,2.5,Automatic,Diesel,"63,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/28/2024,2024-09-19 20:01:30.244097,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,038,000",Toyota,Hiace Commuter,2021,3.0 MT,Van,,Manual,Diesel,"36,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/26/2024,2024-09-19 20:01:31.012965,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,400,000",Toyota,Hiace Commuter Deluxe,2022,2.8L MT Diesel,Van,2.8,Manual,Diesel,"27,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/26/2024,2024-09-19 20:01:32.368079,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P738,000",Suzuki,Ertiga,2023,GL 1.5L AT Gasoline,AUV,1.5,Automatic,Gasoline,"6,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:32.727603,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P858,000",Mitsubishi,Xpander Cross,2021,1.5L AT Gasoline,AUV,1.5,Automatic,Gasoline,"30,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:33.023381,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,138,000",Mitsubishi,Strada,2023,Athlete 2.4L AT Diesel,Pickup Truck,2.4,Automatic,Diesel,"18,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:33.955796,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P588,000",MG,ZS,2022,ALPHA 1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,"9,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:34.305213,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P698,000",Hyundai,Creta,2023,1.5L MT Gasoline,SUV,1.5,Manual,Gasoline,"13,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:35.394245,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P350,000",Hyundai,Accent,2017,CRDI 1.6L MT Diesel,Sedan,1.6,Manual,Diesel,"25,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:35.717219,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P568,000",Chery,Tiggo 5X Pro,2023,1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,"14,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/24/2024,2024-09-19 20:01:36.626760,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P500,000",Toyota,Avanza,2021,1.3 J MT,MPV,1.3,Manual,Gasoline,"25,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:36.974307,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P898,000",Mitsubishi,Xpander,2023,1.5L AT Gasoline,SUV,1.5,Automatic,Gasoline,"7,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:37.268946,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P458,000",Mitsubishi,Mirage,2022,1.2L AT Gasoline,Hatchback,1.2,Automatic,Gasoline,"7,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:37.616198,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P848,000",Hyundai,Stargazer,2023,1.5 GLS Premium AT,MPV,1.5,Automatic,Gasoline,"17,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:37.886797,No,No,Yes,n/a,n/a,Yes,Yes,Yes,Yes,No,Yes,Yes,No
"P748,000",Honda,Civic,2019,1.8 S CVT,Sedan,1.8,CVT,Gasoline,"30,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:38.200458,Yes,No,Yes,Single Zone Automatic,7-inch Touch Screen Display Audio,Yes,Yes,No,No,No,,Yes,Yes
"P528,000",Geely,Emgrand,2022,Premium AT,Sedan,1.5,Automatic,Gasoline,"22,000 km",4,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:39.321584,Yes,Yes,Yes,n/a,n/a,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
"P638,000",Geely,Coolray,2021,1.5 Premium A/T,Crossover,1.5,Automatic,Gasoline,"30,000 km",5,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:40.193258,Yes,Yes,Yes,Automatic Climate Control,10.25-inch Multimedia Touchscreen with QD Link,Yes,Yes,Yes,Yes,No,,Yes,No
"P1,488,000",Ford,Ranger Raptor,2022,3.5L AT Diesel,Pickup Truck,3.5,Automatic,Diesel,"28,000 km",,"Car City Garage and Sell, Roxas Boulevard corner Seaside Drive, Parañaque City, Metro Manila, Philippines",07/23/2024,2024-09-19 20:01:41.101833,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P385,000",Toyota,Vios,2019,1.3 J MT,Sedan,1.3,Manual,Gasoline,"8,711 km",4,"Taytay, Rizal, CALABARZON",07/10/2024,2024-09-19 20:01:41.491930,No,No,No,"Manual Cooler, Dial Type Control",2 DIN with CD and MP3 via 2 Speakers,Yes,Yes,No,No,Yes,,No,No
"P390,000",Hyundai,Grand Starex,2009,GOLD VGT,Van,2.5,Manual,Diesel,"127,000 km",5,"Cebu City, Cebu, Central Visayas",06/24/2024,2024-09-19 20:01:41.888791,No,No,No,Manual Airconditoning,AM / FM Radio,Yes,Yes,No,No,No,No,No,No
"P1,550,000",Mazda,CX-9,2018,2.5 4X2 AT,SUV,2.5,Automatic,Gasoline,"17,500 km",5,"Muntinlupa City, Metro Manila, NCR",06/08/2024,2024-09-19 20:01:42.275816,Yes,Yes,Yes,Automatic Dual-Zone Climate Control,9.2-inch Mazda Connect LCD Display with 12-Speaker BOSE Sound System,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P840,000",Ford,Ranger,2018,3.2L Wildtrak 4x4 AT,Pickup Truck,3.2,Automatic,Diesel,"48,300 km",4,"Tagbilaran City, Bohol, Central Visayas",05/27/2024,2024-09-19 20:01:42.584925,No,No,No,Automatic Air Conditioning,In Dash CD/AM/FM Audio System,Yes,Yes,No,No,No,Yes,Yes,Yes
"P720,000",BMW,530D,2007,2.9 AT Diesel,Sedan,2.9,Automatic,Diesel,"82,000 km",4,"Muntinlupa City, Metro Manila, NCR",05/15/2024,2024-09-19 20:01:42.845919,Yes,Yes,No,Automatic Air Conditioning,"14.9"" Infotainment system",Yes,Yes,Yes,Yes,No,,Yes,Yes
"P340,000",Hyundai,Tucson,2010,2.0 THETA II AT,SUV,2,Automatic,Gasoline,"95,000 km",5,"Paranaque City, Metro Manila, NCR",04/27/2024,2024-09-19 20:01:43.141190,No,No,No,n/a,AM/FM/CD/MP3 stereo system with 6 speakers and auxiliary input and iPod/USB connect,Yes,No,No,No,No,,No,No
"P950,000",Mitsubishi,Xpander,2022,Cross 1.5 AT,MPV,1.5,Automatic,Gasoline,"13,500 km",5,"Cainta, Rizal, CALABARZON",04/18/2024,2024-09-19 20:01:43.947758,Yes,Yes,Yes,Automatic Climate Control,7-inch touchscreen infotainment system,Yes,Yes,No,No,No,,Yes,Yes
"P450,000",Mazda,CX-9,2012,FWD,Crossover,3.7,Automatic,Gasoline,"80,000 km",5,"Taguig City, Metro Manila, NCR",02/06/2024,2024-09-19 20:01:44.200972,Yes,Yes,Yes,Automatic Climate Control,4.3-inch Touchscreen AM/FM/CD/AUX/USB,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P2,500,000",Chery,Tiggo 8,2023,Pro EV,SUV,1.5,Automatic,Hybrid,"9,000 km",5,"Pasay City, Metro Manila, NCR",04/01/2024,2024-09-19 20:01:44.487312,Yes,Yes,Yes,Dual-Zone Automatic Climate Control,12.3 LCD Touchscreen,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P400,000",Honda,Jazz,2010,1.5 GE Limited,Hatchback,1.5,Automatic,Gasoline,"95,000 km",,"Taguig City, Metro Manila, NCR",03/06/2024,2024-09-19 20:01:44.795758,No,No,No,Manual with Rotary Controls,7-inch Touchscreen head unit,Yes,Yes,No,No,No,,Yes,Yes
"P620,000",Suzuki,Vitara,2019,GLX AT,Crossover,1.6,Automatic,Gasoline,"32,500 km",5,"Makati City, Metro Manila, NCR",01/12/2024,2024-09-19 20:01:47.056883,Yes,Yes,Yes,Automatic Climate Control,"10-inch Android multimedia infotainment system, which includes USB and Bluetooth connectivity, navigation, six speakers",Yes,No,Yes,Yes,Yes,,No,No
"P415,000",Toyota,Vios,2016,E AT Gasoline,Sedan,1.3,Automatic,Gasoline,"50,000 km",4,"General Trias City, Cavite, CALABARZON",12/30/2023,2024-09-19 20:01:47.455006,No,No,No,Manual Air-conditioning,CD/MP3/DVD PLAYER WITH LCD SCREENl,Yes,Yes,No,No,No,No,No,No
"P920,000",Honda,City,2022,RS A/T,Sedan,1.5,Automatic,Gasoline,700 km,4,"Apalit, Pampanga, Central Luzon",11/16/2023,2024-09-19 20:01:47.820149,Yes,Yes,Yes,"Manual Cooler, Dial Type Control",8-inch infotainment system,Yes,Yes,Yes,Yes,No,,Yes,Yes
"P290,000",Toyota,RAV4,2007,(4X2) AT,Crossover,2,Automatic,Gasoline,"119,000 km",5,"Taguig City, Metro Manila, NCR",09/20/2023,2024-09-19 20:01:48.108849,No,No,No,Manual Air-conditioning,Integrated AM/FM/CD/MP3,Yes,Yes,No,No,No,Yes,No,Yes
"P550,000",Mitsubishi,L300,2017,FB Exceed Dual A/C MT,Commercial Vehicle,,Manual,Diesel,"39,700 km",3,"Manila, Metro Manila, NCR",09/18/2023,2024-09-19 20:01:48.448638,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P550,000",Ford,Econoline,2011,AT Gasoline,Wagon,,Automatic,Gasoline,"60,000 km",,"Taguig City, Metro Manila, NCR",07/26/2023,2024-09-19 20:01:48.760851,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P1,100,000",Mazda,3,2020,Skyactiv 2.0 G AT Gasoline,Sedan,2,Automatic,Gasoline,"11,700 km",,"Manila, Metro Manila, NCR",07/22/2023,2024-09-19 20:01:49.056940,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P625,000",Honda,City,2018,1.5 VX Navi AT,Sedan,1.5,Automatic,Diesel,"25,000 km",,"Cebu City, Cebu, Central Visayas",07/19/2023,2024-09-19 20:01:49.349948,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P3,000,000",Ford,Mustang,2020,GT Premium V8 AT,Convertible,5,Automatic,Gasoline,"2,500 km",,"Angeles City, Pampanga, Central Luzon",07/15/2023,2024-09-19 20:01:50.221070,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P900,000",Honda,HR-V,2020,AT,Crossover,,Automatic,Gasoline,"25,000 km",5,"Angeles City, Pampanga, Central Luzon",06/14/2023,2024-09-19 20:01:50.549271,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P440,000",Subaru,Forester,2010,2.5 XT Limited AT,Crossover,2.5,Automatic,Gasoline,"110,000 km",,"Muntinlupa City, Metro Manila, NCR",06/07/2023,2024-09-19 20:01:50.911452,No,No,No,n/a,n/a,No,No,No,No,No,No,No,No
"P570,000",Toyota,Wigo,2021,TRD S AT,Hatchback,,Automatic,Gasoline,"10,821 km",5,"Cabanatuan City, Nueva Ecija, Central Luzon",06/06/2023,2024-09-19 20:01:52.035765,No,No,No,Automatic Airconditioning,LCD MP3 AM/FM,Yes,Yes,No,No,No,No,No,No
